
Results of classification:
Object,	True class,	Assigned class
1					1							1
2					1							1
3					1							1
4					1							1
5					1							1
6					1							1
7					1							1
8					1							1
9					1							1
10					1							1
11					1							1
12					1							1
13					1							1
14					1							1
15					1							1
16					2							3
17					2							2
18					2							3
19					2							3
20					2							2
21					2							2
22					3							3
23					3							3
24					3							3
25					3							3
26					3							3
27					3							3
28					3							3
29					3							3
30					3							3
31					3							3
32					3							3
33					3							3
34					3							3
35					3							3
36					1							1
37					1							2
38					1							1
39					1							1
40					1							1
41					3							3
42					1							1
43					3							3
44					3							3
45					3							3
46					1							1
47					1							2
48					1							1
49					1							1
50					1							1
51					1							1
52					1							1
53					1							1
54					1							1
55					1							1
56					1							1
57					1							1
58					1							1
59					1							1
60					1							1
61					1							1
62					1							1
63					2							2
64					1							1
65					2							2
66					2							2
67					2							2
68					2							2
69					2							2
70					2							2
71					3							3
72					3							3
73					3							3
74					3							3
75					3							3
76					3							3
77					3							3
78					3							3
79					3							3
80					3							3
81					3							3
82					3							3
83					2							2
84					2							2
85					2							2
86					2							2
87					1							1
88					1							1
89					2							2
90					2							2
91					1							1
92					2							2
93					1							1
94					1							1
95					1							1
96					2							2
97					2							2
98					1							1
99					2							2
100					2							2
101					1							1
102					1							1
103					1							1
104					1							1
105					1							1
106					1							1
107					1							1
108					2							2
109					1							1
110					1							1
111					1							1
112					1							1
113					1							1
114					2							2
115					2							2
116					2							2
117					1							1
118					1							1
119					1							1
120					1							1
121					1							1
122					1							1
123					2							2
124					1							1
125					3							3
126					3							3
127					3							3
128					3							3
129					3							3
130					3							3
131					3							3
132					3							3
133					3							3
134					3							3
135					3							3
136					3							3
137					3							3
138					3							3
139					3							3
140					3							3
141					3							3
142					3							3
143					3							3
144					3							3
145					3							3
146					3							3
147					3							3
148					3							3
149					3							3
150					3							3
151					3							3
152					3							3
153					3							3
154					3							3
155					3							3
156					3							3
157					3							3
158					3							3
159					3							3
160					3							3
161					3							3
162					3							3
163					2							2
164					1							1
165					2							2
166					1							1
167					2							2
168					1							1
169					2							2
170					1							1
171					1							1
172					2							2
173					2							2
174					2							2
175					2							2
176					2							2
177					2							2
178					2							2
179					1							1
180					2							2
181					1							1
182					2							2
183					2							2
184					1							1
185					1							1
186					2							2
187					1							1
188					2							2
189					1							1
190					2							2
191					1							1
192					2							2
193					1							1
194					2							2
195					2							2
196					1							1
197					1							1
198					2							2
199					2							2
200					2							2
201					2							2
202					1							1
203					1							1
204					1							1
205					1							1
206					2							2
207					2							2
208					1							1
209					2							2
210					2							2
211					2							2
212					2							2
213					2							2
214					2							2
215					1							1
216					1							1
217					1							1
218					3							3
219					3							3
220					3							3
221					3							3
222					3							3
223					3							3
224					3							3
225					3							3
226					3							3
227					3							3
228					3							3
229					1							1
230					1							1
231					1							1
232					1							2
233					3							3
234					1							1
235					1							2
236					3							3
237					1							1
238					1							1
239					1							1
240					3							3
241					3							3
242					3							3
243					1							1
244					1							1
245					3							2
246					3							3
247					3							3
248					3							3
249					2							2
250					2							2
251					2							2
252					2							2
253					2							2
254					3							3
255					2							2
256					2							2
257					2							2
258					2							2
259					2							2
260					2							2
261					2							2
262					3							3
263					1							1
264					3							3
265					1							1
266					1							1
267					1							1
268					1							1
269					3							3
270					3							3
271					1							1
272					1							1
273					1							1
274					1							1
275					1							1
276					3							3
277					3							3
278					3							3
279					3							3
280					3							3
281					3							3
282					3							3
283					2							2
284					2							2
285					2							2
286					2							2
287					2							2
288					2							2
289					2							2
290					2							2
291					2							2
292					2							2
293					2							2
294					2							2
295					2							2
296					2							2
297					2							2
298					2							2
299					1							1
300					2							2
301					2							2
302					2							2
303					2							2
304					2							2
305					1							1
306					1							1
307					2							2
308					2							2
309					2							2
310					2							2
311					2							2
312					2							2
313					2							2
314					2							2
315					2							3
316					2							2
317					2							2
318					2							2
319					2							2
320					2							2
321					2							2
322					2							2
323					2							2
324					1							1
325					2							2
326					2							2
327					1							1
328					2							2
329					2							2
330					1							1
331					2							2
332					2							2
333					1							1
334					2							2
335					1							1
336					1							1
337					1							1
338					2							2
339					2							2
340					1							1
341					3							3
342					3							3
343					3							3
344					3							3
345					3							3
346					3							3
347					3							3
348					3							3
349					3							3
350					3							3
351					3							3
352					3							3
353					3							3
354					3							3
355					3							3
356					3							3
357					3							2
358					3							3
359					3							3
360					3							3

Error rate: 2.8 %

Confussion matrix:
	     1	     2	     3	
1	   116	   4	   0	
2	   0	   116	   4	
3	   0	   2	   118	

Probabilities a priori:
	     1	     2	     3	
1	0.9667	0.0333	0.0000	
2	0.0000	0.9667	0.0333	
3	0.0000	0.0167	0.9833	

Probabilities a posteriori:
	     1	     2	     3	
1	1.0000	0.0000	0.0000	
2	0.0328	0.9508	0.0164	
3	0.0000	0.0328	0.9672	
